Observation type,Sum,HOLC Polygon
other,0,OH_Springfield_A2_A_7562_Aves_all_observations
iNaturalist,0,OH_Springfield_A2_A_7562_Aves_all_observations
ebird,131,OH_Springfield_A3_A_7563_Aves_all_observations
other,0,OH_Springfield_A3_A_7563_Aves_all_observations
iNaturalist,0,OH_Springfield_A3_A_7563_Aves_all_observations
ebird,27,OH_Springfield_B1_B_7568_Aves_all_observations
iNaturalist,2,OH_Springfield_B1_B_7568_Aves_all_observations
other,0,OH_Springfield_B1_B_7568_Aves_all_observations
ebird,22,OH_Springfield_B2_B_7569_Aves_all_observations
other,0,OH_Springfield_B2_B_7569_Aves_all_observations
iNaturalist,0,OH_Springfield_B2_B_7569_Aves_all_observations
ebird,5,OH_Springfield_B3_B_7570_Aves_all_observations
iNaturalist,1,OH_Springfield_B3_B_7570_Aves_all_observations
other,0,OH_Springfield_B3_B_7570_Aves_all_observations
iNaturalist,1,OH_Springfield_B4_B_7571_Aves_all_observations
other,0,OH_Springfield_B4_B_7571_Aves_all_observations
ebird,0,OH_Springfield_B4_B_7571_Aves_all_observations
ebird,9,OH_Springfield_B5_B_7572_Aves_all_observations
other,0,OH_Springfield_B5_B_7572_Aves_all_observations
iNaturalist,0,OH_Springfield_B5_B_7572_Aves_all_observations
ebird,4,OH_Springfield_B6_B_7573_Aves_all_observations
other,0,OH_Springfield_B6_B_7573_Aves_all_observations
iNaturalist,0,OH_Springfield_B6_B_7573_Aves_all_observations
ebird,1,OH_Springfield_B7_B_7574_Aves_all_observations
other,0,OH_Springfield_B7_B_7574_Aves_all_observations
iNaturalist,0,OH_Springfield_B7_B_7574_Aves_all_observations
ebird,15,OH_Springfield_C10_C_7578_Aves_all_observations
other,0,OH_Springfield_C10_C_7578_Aves_all_observations
iNaturalist,0,OH_Springfield_C10_C_7578_Aves_all_observations
ebird,11,OH_Springfield_C12_C_7580_Aves_all_observations
other,0,OH_Springfield_C12_C_7580_Aves_all_observations
iNaturalist,0,OH_Springfield_C12_C_7580_Aves_all_observations
ebird,9,OH_Springfield_C3_C_7583_Aves_all_observations
other,0,OH_Springfield_C3_C_7583_Aves_all_observations
iNaturalist,0,OH_Springfield_C3_C_7583_Aves_all_observations
ebird,8,OH_Springfield_C4_C_7584_Aves_all_observations
iNaturalist,2,OH_Springfield_C4_C_7584_Aves_all_observations
other,0,OH_Springfield_C4_C_7584_Aves_all_observations
ebird,322,OH_Springfield_C6_C_7586_Aves_all_observations
iNaturalist,1,OH_Springfield_C6_C_7586_Aves_all_observations
other,0,OH_Springfield_C6_C_7586_Aves_all_observations
ebird,18,OH_Springfield_C7_C_7587_Aves_all_observations
other,0,OH_Springfield_C7_C_7587_Aves_all_observations
iNaturalist,0,OH_Springfield_C7_C_7587_Aves_all_observations
ebird,8,OH_Springfield_C8_C_7588_Aves_all_observations
other,0,OH_Springfield_C8_C_7588_Aves_all_observations
iNaturalist,0,OH_Springfield_C8_C_7588_Aves_all_observations
ebird,1,OH_Springfield_D1_D_7590_Aves_all_observations
other,0,OH_Springfield_D1_D_7590_Aves_all_observations
iNaturalist,0,OH_Springfield_D1_D_7590_Aves_all_observations
ebird,7430,OH_Springfield_D2_D_7591_Aves_all_observations
iNaturalist,1,OH_Springfield_D2_D_7591_Aves_all_observations
other,0,OH_Springfield_D2_D_7591_Aves_all_observations
ebird,5,OH_Springfield_D4_D_7593_Aves_all_observations
other,0,OH_Springfield_D4_D_7593_Aves_all_observations
iNaturalist,0,OH_Springfield_D4_D_7593_Aves_all_observations
ebird,67,OH_Springfield_D7_D_7596_Aves_all_observations
iNaturalist,1,OH_Springfield_D7_D_7596_Aves_all_observations
other,0,OH_Springfield_D7_D_7596_Aves_all_observations
ebird,1093,OH_Toledo_A1_A_7598_Aves_all_observations
iNaturalist,1,OH_Toledo_A1_A_7598_Aves_all_observations
other,0,OH_Toledo_A1_A_7598_Aves_all_observations
ebird,916,OH_Toledo_A11_A_7600_Aves_all_observations
iNaturalist,1,OH_Toledo_A11_A_7600_Aves_all_observations
other,0,OH_Toledo_A11_A_7600_Aves_all_observations
ebird,13,OH_Toledo_A12_A_7601_Aves_all_observations
other,0,OH_Toledo_A12_A_7601_Aves_all_observations
iNaturalist,0,OH_Toledo_A12_A_7601_Aves_all_observations
ebird,1757,OH_Toledo_A2_A_7602_Aves_all_observations
iNaturalist,1,OH_Toledo_A2_A_7602_Aves_all_observations
other,0,OH_Toledo_A2_A_7602_Aves_all_observations
ebird,2747,OH_Toledo_A3_A_7603_Aves_all_observations
other,0,OH_Toledo_A3_A_7603_Aves_all_observations
iNaturalist,0,OH_Toledo_A3_A_7603_Aves_all_observations
ebird,59,OH_Toledo_A4_A_7604_Aves_all_observations
other,0,OH_Toledo_A4_A_7604_Aves_all_observations
iNaturalist,0,OH_Toledo_A4_A_7604_Aves_all_observations
ebird,1,OH_Toledo_A5_A_7605_Aves_all_observations
other,0,OH_Toledo_A5_A_7605_Aves_all_observations
iNaturalist,0,OH_Toledo_A5_A_7605_Aves_all_observations
ebird,18,OH_Toledo_A6_A_7606_Aves_all_observations
other,0,OH_Toledo_A6_A_7606_Aves_all_observations
iNaturalist,0,OH_Toledo_A6_A_7606_Aves_all_observations
ebird,151,OH_Toledo_A8_A_7608_Aves_all_observations
other,0,OH_Toledo_A8_A_7608_Aves_all_observations
iNaturalist,0,OH_Toledo_A8_A_7608_Aves_all_observations
ebird,4323,OH_Toledo_A9_A_7609_Aves_all_observations
other,0,OH_Toledo_A9_A_7609_Aves_all_observations
iNaturalist,0,OH_Toledo_A9_A_7609_Aves_all_observations
ebird,725,OH_Toledo_B1_B_7610_Aves_all_observations
iNaturalist,1,OH_Toledo_B1_B_7610_Aves_all_observations
other,0,OH_Toledo_B1_B_7610_Aves_all_observations
ebird,4,OH_Toledo_B10_B_7611_Aves_all_observations
other,0,OH_Toledo_B10_B_7611_Aves_all_observations
iNaturalist,0,OH_Toledo_B10_B_7611_Aves_all_observations
ebird,913,OH_Toledo_B11_B_7612_Aves_all_observations
other,0,OH_Toledo_B11_B_7612_Aves_all_observations
iNaturalist,0,OH_Toledo_B11_B_7612_Aves_all_observations
ebird,16,OH_Toledo_B12_B_7613_Aves_all_observations
other,0,OH_Toledo_B12_B_7613_Aves_all_observations
iNaturalist,0,OH_Toledo_B12_B_7613_Aves_all_observations
ebird,116,OH_Toledo_B13_B_7614_Aves_all_observations
other,0,OH_Toledo_B13_B_7614_Aves_all_observations
iNaturalist,0,OH_Toledo_B13_B_7614_Aves_all_observations
iNaturalist,1,OH_Toledo_B14_B_7615_Aves_all_observations
other,0,OH_Toledo_B14_B_7615_Aves_all_observations
ebird,0,OH_Toledo_B14_B_7615_Aves_all_observations
ebird,120,OH_Toledo_B15_B_7616_Aves_all_observations
other,0,OH_Toledo_B15_B_7616_Aves_all_observations
iNaturalist,0,OH_Toledo_B15_B_7616_Aves_all_observations
ebird,356,OH_Toledo_B16_B_7617_Aves_all_observations
iNaturalist,7,OH_Toledo_B16_B_7617_Aves_all_observations
other,0,OH_Toledo_B16_B_7617_Aves_all_observations
ebird,1,OH_Toledo_B17_B_7618_Aves_all_observations
other,0,OH_Toledo_B17_B_7618_Aves_all_observations
iNaturalist,0,OH_Toledo_B17_B_7618_Aves_all_observations
ebird,16,OH_Toledo_B18_B_7619_Aves_all_observations
other,0,OH_Toledo_B18_B_7619_Aves_all_observations
iNaturalist,0,OH_Toledo_B18_B_7619_Aves_all_observations
ebird,2,OH_Toledo_B19_B_7620_Aves_all_observations
other,0,OH_Toledo_B19_B_7620_Aves_all_observations
iNaturalist,0,OH_Toledo_B19_B_7620_Aves_all_observations
ebird,492,OH_Toledo_B2_B_7621_Aves_all_observations
iNaturalist,13,OH_Toledo_B2_B_7621_Aves_all_observations
other,0,OH_Toledo_B2_B_7621_Aves_all_observations
ebird,384,OH_Toledo_B21_B_7623_Aves_all_observations
other,0,OH_Toledo_B21_B_7623_Aves_all_observations
iNaturalist,0,OH_Toledo_B21_B_7623_Aves_all_observations
ebird,2893,OH_Toledo_B22_B_7624_Aves_all_observations
iNaturalist,8,OH_Toledo_B22_B_7624_Aves_all_observations
other,0,OH_Toledo_B22_B_7624_Aves_all_observations
ebird,34,OH_Toledo_B3_B_7625_Aves_all_observations
other,0,OH_Toledo_B3_B_7625_Aves_all_observations
iNaturalist,0,OH_Toledo_B3_B_7625_Aves_all_observations
ebird,14,OH_Toledo_B4_B_7626_Aves_all_observations
other,0,OH_Toledo_B4_B_7626_Aves_all_observations
iNaturalist,0,OH_Toledo_B4_B_7626_Aves_all_observations
ebird,1828,OH_Toledo_B6_B_7628_Aves_all_observations
other,0,OH_Toledo_B6_B_7628_Aves_all_observations
iNaturalist,0,OH_Toledo_B6_B_7628_Aves_all_observations
ebird,2,OH_Toledo_B8_B_7630_Aves_all_observations
other,0,OH_Toledo_B8_B_7630_Aves_all_observations
iNaturalist,0,OH_Toledo_B8_B_7630_Aves_all_observations
ebird,115,OH_Toledo_C1_C_7632_Aves_all_observations
other,0,OH_Toledo_C1_C_7632_Aves_all_observations
iNaturalist,0,OH_Toledo_C1_C_7632_Aves_all_observations
ebird,5,OH_Toledo_C10_C_7633_Aves_all_observations
other,0,OH_Toledo_C10_C_7633_Aves_all_observations
iNaturalist,0,OH_Toledo_C10_C_7633_Aves_all_observations
ebird,337,OH_Toledo_C11_C_7634_Aves_all_observations
other,0,OH_Toledo_C11_C_7634_Aves_all_observations
iNaturalist,0,OH_Toledo_C11_C_7634_Aves_all_observations
ebird,1380,OH_Toledo_C12_C_7635_Aves_all_observations
other,0,OH_Toledo_C12_C_7635_Aves_all_observations
iNaturalist,0,OH_Toledo_C12_C_7635_Aves_all_observations
ebird,17,OH_Toledo_C13_C_7636_Aves_all_observations
iNaturalist,2,OH_Toledo_C13_C_7636_Aves_all_observations
other,0,OH_Toledo_C13_C_7636_Aves_all_observations
ebird,7,OH_Toledo_C14_C_7637_Aves_all_observations
other,0,OH_Toledo_C14_C_7637_Aves_all_observations
iNaturalist,0,OH_Toledo_C14_C_7637_Aves_all_observations
ebird,1985,OH_Toledo_C15_C_7638_Aves_all_observations
iNaturalist,1,OH_Toledo_C15_C_7638_Aves_all_observations
other,0,OH_Toledo_C15_C_7638_Aves_all_observations
ebird,9,OH_Toledo_C16_C_7639_Aves_all_observations
other,2,OH_Toledo_C16_C_7639_Aves_all_observations
iNaturalist,0,OH_Toledo_C16_C_7639_Aves_all_observations
ebird,28,OH_Toledo_C17_C_7640_Aves_all_observations
other,0,OH_Toledo_C17_C_7640_Aves_all_observations
iNaturalist,0,OH_Toledo_C17_C_7640_Aves_all_observations
ebird,53,OH_Toledo_C18_C_7641_Aves_all_observations
other,0,OH_Toledo_C18_C_7641_Aves_all_observations
iNaturalist,0,OH_Toledo_C18_C_7641_Aves_all_observations
ebird,101,OH_Toledo_C19_C_7642_Aves_all_observations
other,0,OH_Toledo_C19_C_7642_Aves_all_observations
iNaturalist,0,OH_Toledo_C19_C_7642_Aves_all_observations
ebird,568,OH_Toledo_C2_C_7643_Aves_all_observations
other,0,OH_Toledo_C2_C_7643_Aves_all_observations
iNaturalist,0,OH_Toledo_C2_C_7643_Aves_all_observations
ebird,4,OH_Toledo_C20_C_7644_Aves_all_observations
other,0,OH_Toledo_C20_C_7644_Aves_all_observations
iNaturalist,0,OH_Toledo_C20_C_7644_Aves_all_observations
ebird,2530,OH_Toledo_C21_C_7645_Aves_all_observations
other,0,OH_Toledo_C21_C_7645_Aves_all_observations
iNaturalist,0,OH_Toledo_C21_C_7645_Aves_all_observations
ebird,18,OH_Toledo_C22_C_7646_Aves_all_observations
other,0,OH_Toledo_C22_C_7646_Aves_all_observations
iNaturalist,0,OH_Toledo_C22_C_7646_Aves_all_observations
ebird,35,OH_Toledo_C23_C_7647_Aves_all_observations
other,0,OH_Toledo_C23_C_7647_Aves_all_observations
iNaturalist,0,OH_Toledo_C23_C_7647_Aves_all_observations
ebird,123,OH_Toledo_C24_C_7648_Aves_all_observations
other,0,OH_Toledo_C24_C_7648_Aves_all_observations
iNaturalist,0,OH_Toledo_C24_C_7648_Aves_all_observations
ebird,8,OH_Toledo_C25_C_7649_Aves_all_observations
other,0,OH_Toledo_C25_C_7649_Aves_all_observations
iNaturalist,0,OH_Toledo_C25_C_7649_Aves_all_observations
ebird,1698,OH_Toledo_C26_C_7650_Aves_all_observations
other,0,OH_Toledo_C26_C_7650_Aves_all_observations
iNaturalist,0,OH_Toledo_C26_C_7650_Aves_all_observations
ebird,235,OH_Toledo_C27_C_7651_Aves_all_observations
other,0,OH_Toledo_C27_C_7651_Aves_all_observations
iNaturalist,0,OH_Toledo_C27_C_7651_Aves_all_observations
ebird,31,OH_Toledo_C28_C_7652_Aves_all_observations
other,0,OH_Toledo_C28_C_7652_Aves_all_observations
iNaturalist,0,OH_Toledo_C28_C_7652_Aves_all_observations
ebird,14,OH_Toledo_C29_C_7653_Aves_all_observations
other,0,OH_Toledo_C29_C_7653_Aves_all_observations
iNaturalist,0,OH_Toledo_C29_C_7653_Aves_all_observations
ebird,18,OH_Toledo_C3_C_7654_Aves_all_observations
iNaturalist,3,OH_Toledo_C3_C_7654_Aves_all_observations
other,0,OH_Toledo_C3_C_7654_Aves_all_observations
ebird,192,OH_Toledo_C30_C_7655_Aves_all_observations
other,0,OH_Toledo_C30_C_7655_Aves_all_observations
iNaturalist,0,OH_Toledo_C30_C_7655_Aves_all_observations
ebird,11,OH_Toledo_C31_C_7656_Aves_all_observations
other,0,OH_Toledo_C31_C_7656_Aves_all_observations
iNaturalist,0,OH_Toledo_C31_C_7656_Aves_all_observations
ebird,62,OH_Toledo_C32_C_7657_Aves_all_observations
iNaturalist,3,OH_Toledo_C32_C_7657_Aves_all_observations
other,0,OH_Toledo_C32_C_7657_Aves_all_observations
ebird,284,OH_Toledo_C33_C_7658_Aves_all_observations
other,0,OH_Toledo_C33_C_7658_Aves_all_observations
iNaturalist,0,OH_Toledo_C33_C_7658_Aves_all_observations
other,0,OH_Toledo_C34_C_7659_Aves_all_observations
iNaturalist,0,OH_Toledo_C34_C_7659_Aves_all_observations
ebird,0,OH_Toledo_C34_C_7659_Aves_all_observations
other,0,OH_Toledo_C35_C_7660_Aves_all_observations
iNaturalist,0,OH_Toledo_C35_C_7660_Aves_all_observations
ebird,0,OH_Toledo_C35_C_7660_Aves_all_observations
ebird,260,OH_Toledo_C5_C_7662_Aves_all_observations
other,0,OH_Toledo_C5_C_7662_Aves_all_observations
iNaturalist,0,OH_Toledo_C5_C_7662_Aves_all_observations
ebird,17,OH_Toledo_C6_C_7663_Aves_all_observations
other,0,OH_Toledo_C6_C_7663_Aves_all_observations
iNaturalist,0,OH_Toledo_C6_C_7663_Aves_all_observations
ebird,3,OH_Toledo_C7_C_7664_Aves_all_observations
other,0,OH_Toledo_C7_C_7664_Aves_all_observations
iNaturalist,0,OH_Toledo_C7_C_7664_Aves_all_observations
ebird,112,OH_Toledo_C8_C_7665_Aves_all_observations
other,0,OH_Toledo_C8_C_7665_Aves_all_observations
iNaturalist,0,OH_Toledo_C8_C_7665_Aves_all_observations
ebird,52,OH_Toledo_D2_D_7668_Aves_all_observations
other,0,OH_Toledo_D2_D_7668_Aves_all_observations
iNaturalist,0,OH_Toledo_D2_D_7668_Aves_all_observations
ebird,74,OH_Toledo_D4_D_7670_Aves_all_observations
other,0,OH_Toledo_D4_D_7670_Aves_all_observations
iNaturalist,0,OH_Toledo_D4_D_7670_Aves_all_observations
ebird,6,OH_Toledo_D5_D_7671_Aves_all_observations
other,0,OH_Toledo_D5_D_7671_Aves_all_observations
iNaturalist,0,OH_Toledo_D5_D_7671_Aves_all_observations
ebird,1624,OH_Toledo_D8_D_7674_Aves_all_observations
iNaturalist,14,OH_Toledo_D8_D_7674_Aves_all_observations
other,0,OH_Toledo_D8_D_7674_Aves_all_observations
ebird,66,OH_Toledo_D9_D_7675_Aves_all_observations
other,0,OH_Toledo_D9_D_7675_Aves_all_observations
iNaturalist,0,OH_Toledo_D9_D_7675_Aves_all_observations
ebird,1652,OH_Warren_B3_B_7679_Aves_all_observations
other,0,OH_Warren_B3_B_7679_Aves_all_observations
iNaturalist,0,OH_Warren_B3_B_7679_Aves_all_observations
ebird,12,OH_Warren_B4_B_7680_Aves_all_observations
other,0,OH_Warren_B4_B_7680_Aves_all_observations
iNaturalist,0,OH_Warren_B4_B_7680_Aves_all_observations
ebird,14,OH_Warren_B5_B_7681_Aves_all_observations
other,0,OH_Warren_B5_B_7681_Aves_all_observations
iNaturalist,0,OH_Warren_B5_B_7681_Aves_all_observations
ebird,5,OH_Warren_C1_C_7684_Aves_all_observations
other,0,OH_Warren_C1_C_7684_Aves_all_observations
iNaturalist,0,OH_Warren_C1_C_7684_Aves_all_observations
ebird,6,OH_Warren_C3_C_7689_Aves_all_observations
other,0,OH_Warren_C3_C_7689_Aves_all_observations
iNaturalist,0,OH_Warren_C3_C_7689_Aves_all_observations
ebird,84,OH_Warren_C4_C_7690_Aves_all_observations
other,0,OH_Warren_C4_C_7690_Aves_all_observations
iNaturalist,0,OH_Warren_C4_C_7690_Aves_all_observations
ebird,307,OH_Warren_C6_C_7692_Aves_all_observations
other,0,OH_Warren_C6_C_7692_Aves_all_observations
iNaturalist,0,OH_Warren_C6_C_7692_Aves_all_observations
ebird,25,OH_Warren_C8_C_7694_Aves_all_observations
other,0,OH_Warren_C8_C_7694_Aves_all_observations
iNaturalist,0,OH_Warren_C8_C_7694_Aves_all_observations
ebird,1,OH_Warren_D3_D_7698_Aves_all_observations
other,0,OH_Warren_D3_D_7698_Aves_all_observations
iNaturalist,0,OH_Warren_D3_D_7698_Aves_all_observations
ebird,266,OH_Youngstown_A1_A_7700_Aves_all_observations
other,0,OH_Youngstown_A1_A_7700_Aves_all_observations
iNaturalist,0,OH_Youngstown_A1_A_7700_Aves_all_observations
ebird,370,OH_Youngstown_A2_A_7701_Aves_all_observations
iNaturalist,1,OH_Youngstown_A2_A_7701_Aves_all_observations
other,0,OH_Youngstown_A2_A_7701_Aves_all_observations
iNaturalist,1,OH_Youngstown_A3_A_7702_Aves_all_observations
other,0,OH_Youngstown_A3_A_7702_Aves_all_observations
ebird,0,OH_Youngstown_A3_A_7702_Aves_all_observations
ebird,601,OH_Youngstown_A4_A_7703_Aves_all_observations
iNaturalist,7,OH_Youngstown_A4_A_7703_Aves_all_observations
other,0,OH_Youngstown_A4_A_7703_Aves_all_observations
iNaturalist,5,OH_Youngstown_A5_A_7704_Aves_all_observations
other,0,OH_Youngstown_A5_A_7704_Aves_all_observations
ebird,0,OH_Youngstown_A5_A_7704_Aves_all_observations
ebird,1,OH_Youngstown_B1_B_7705_Aves_all_observations
other,0,OH_Youngstown_B1_B_7705_Aves_all_observations
iNaturalist,0,OH_Youngstown_B1_B_7705_Aves_all_observations
ebird,6,OH_Youngstown_B2_B_7707_Aves_all_observations
other,0,OH_Youngstown_B2_B_7707_Aves_all_observations
iNaturalist,0,OH_Youngstown_B2_B_7707_Aves_all_observations
iNaturalist,1,OH_Youngstown_B3_B_7708_Aves_all_observations
other,0,OH_Youngstown_B3_B_7708_Aves_all_observations
ebird,0,OH_Youngstown_B3_B_7708_Aves_all_observations
ebird,351,OH_Youngstown_B5_B_7710_Aves_all_observations
iNaturalist,12,OH_Youngstown_B5_B_7710_Aves_all_observations
other,0,OH_Youngstown_B5_B_7710_Aves_all_observations
ebird,1,OH_Youngstown_B6_B_7713_Aves_all_observations
iNaturalist,1,OH_Youngstown_B6_B_7713_Aves_all_observations
other,0,OH_Youngstown_B6_B_7713_Aves_all_observations
ebird,1971,OH_Youngstown_B7_B_7714_Aves_all_observations
iNaturalist,2,OH_Youngstown_B7_B_7714_Aves_all_observations
other,0,OH_Youngstown_B7_B_7714_Aves_all_observations
ebird,21,OH_Youngstown_B8_B_7715_Aves_all_observations
iNaturalist,2,OH_Youngstown_B8_B_7715_Aves_all_observations
other,0,OH_Youngstown_B8_B_7715_Aves_all_observations
ebird,10,OH_Youngstown_B9_B_7716_Aves_all_observations
other,0,OH_Youngstown_B9_B_7716_Aves_all_observations
iNaturalist,0,OH_Youngstown_B9_B_7716_Aves_all_observations
ebird,13,OH_Youngstown_C1_C_7717_Aves_all_observations
other,0,OH_Youngstown_C1_C_7717_Aves_all_observations
iNaturalist,0,OH_Youngstown_C1_C_7717_Aves_all_observations
ebird,3,OH_Youngstown_C10_C_7718_Aves_all_observations
other,0,OH_Youngstown_C10_C_7718_Aves_all_observations
iNaturalist,0,OH_Youngstown_C10_C_7718_Aves_all_observations
ebird,6,OH_Youngstown_C11_C_7719_Aves_all_observations
iNaturalist,1,OH_Youngstown_C11_C_7719_Aves_all_observations
other,0,OH_Youngstown_C11_C_7719_Aves_all_observations
ebird,31,OH_Youngstown_C12_C_7720_Aves_all_observations
other,0,OH_Youngstown_C12_C_7720_Aves_all_observations
iNaturalist,0,OH_Youngstown_C12_C_7720_Aves_all_observations
ebird,126,OH_Youngstown_C13_C_7721_Aves_all_observations
other,0,OH_Youngstown_C13_C_7721_Aves_all_observations
iNaturalist,0,OH_Youngstown_C13_C_7721_Aves_all_observations
ebird,289,OH_Youngstown_C14_C_7722_Aves_all_observations
other,0,OH_Youngstown_C14_C_7722_Aves_all_observations
iNaturalist,0,OH_Youngstown_C14_C_7722_Aves_all_observations
ebird,6,OH_Youngstown_C15_C_7723_Aves_all_observations
other,0,OH_Youngstown_C15_C_7723_Aves_all_observations
iNaturalist,0,OH_Youngstown_C15_C_7723_Aves_all_observations
ebird,3,OH_Youngstown_C16_C_7724_Aves_all_observations
iNaturalist,1,OH_Youngstown_C16_C_7724_Aves_all_observations
other,0,OH_Youngstown_C16_C_7724_Aves_all_observations
ebird,53,OH_Youngstown_C17_C_7725_Aves_all_observations
iNaturalist,1,OH_Youngstown_C17_C_7725_Aves_all_observations
other,0,OH_Youngstown_C17_C_7725_Aves_all_observations
ebird,6,OH_Youngstown_C2_C_7727_Aves_all_observations
other,0,OH_Youngstown_C2_C_7727_Aves_all_observations
iNaturalist,0,OH_Youngstown_C2_C_7727_Aves_all_observations
ebird,80,OH_Youngstown_C6_C_7734_Aves_all_observations
iNaturalist,5,OH_Youngstown_C6_C_7734_Aves_all_observations
other,0,OH_Youngstown_C6_C_7734_Aves_all_observations
ebird,2,OH_Youngstown_C7_C_7735_Aves_all_observations
other,0,OH_Youngstown_C7_C_7735_Aves_all_observations
iNaturalist,0,OH_Youngstown_C7_C_7735_Aves_all_observations
ebird,93,OH_Youngstown_C8_C_7736_Aves_all_observations
other,0,OH_Youngstown_C8_C_7736_Aves_all_observations
iNaturalist,0,OH_Youngstown_C8_C_7736_Aves_all_observations
other,0,OH_Youngstown_C9_C_7737_Aves_all_observations
iNaturalist,0,OH_Youngstown_C9_C_7737_Aves_all_observations
ebird,0,OH_Youngstown_C9_C_7737_Aves_all_observations
ebird,4,OH_Youngstown_D1_D_7738_Aves_all_observations
other,0,OH_Youngstown_D1_D_7738_Aves_all_observations
iNaturalist,0,OH_Youngstown_D1_D_7738_Aves_all_observations
ebird,7,OH_Youngstown_D2_D_7739_Aves_all_observations
other,0,OH_Youngstown_D2_D_7739_Aves_all_observations
iNaturalist,0,OH_Youngstown_D2_D_7739_Aves_all_observations
ebird,22,OH_Youngstown_D3_D_7740_Aves_all_observations
other,0,OH_Youngstown_D3_D_7740_Aves_all_observations
iNaturalist,0,OH_Youngstown_D3_D_7740_Aves_all_observations
ebird,458,OH_Youngstown_D4_D_7741_Aves_all_observations
other,0,OH_Youngstown_D4_D_7741_Aves_all_observations
iNaturalist,0,OH_Youngstown_D4_D_7741_Aves_all_observations
