city,holc_grade,sum_area_holc_km2
Hamilton,D,2.1502312262455336
Harrisburg,A,1.6782843071518472
Harrisburg,B,10.302399860975266
Harrisburg,C,2.5652912050144483
Harrisburg,D,8.040913997344378
Hartford,A,21.613003950492825
Hartford,B,10.112345727138043
Hartford,C,27.40025936202229
Hartford,D,4.204528278642712
Haverhill,A,0.8388819928062403
Haverhill,B,2.9476022101630726
Haverhill,C,16.984178943815962
Haverhill,D,2.084312274725373
Holyoke Chicopee,A,1.4557054242701004
Holyoke Chicopee,B,6.492202810101415
Holyoke Chicopee,C,26.583469241361108
Holyoke Chicopee,D,5.616101895012164
Houston,A,10.14601807041174
Houston,B,15.02259300813561
Houston,C,40.395070310865684
Houston,D,16.066449816007307
Hudson Co.,B,3.4722211694176783
Hudson Co.,C,20.951854971971866
Hudson Co.,D,19.76573414145337
Huntington,A,4.625317435036097
Huntington,B,4.525379827147815
Huntington,C,18.875078432675178
Huntington,D,0.9732540370234776
Indianapolis,A,19.259637523714694
Indianapolis,B,30.98120335278381
Indianapolis,C,212.6994323872097
Indianapolis,D,96.66837379901976
Jackson,A,6.065392038879069
Jackson,B,12.714988767410487
Jackson,C,28.23119720403148
Jackson,D,19.373953304863896
Jacksonville,A,4.96337408198163
Jacksonville,B,10.212809357884948
Jacksonville,C,17.390980204879313
Jacksonville,D,25.860648515923856
Johnstown,B,3.2998814088351938
Johnstown,C,8.067396027170041
Johnstown,D,5.541114398114189
Joliet,A,2.618929074790731
Joliet,B,6.258485650642371
Joliet,C,18.00147068351686
Joliet,D,11.65979397015493
Kalamazoo,A,1.2546501340911826
Kalamazoo,B,4.00036278390613
Kalamazoo,C,12.954027521016458
Kalamazoo,D,1.4659622780501294
Kenosha,A,0.26102242234807516
Kenosha,B,1.6965958093096931
Kenosha,C,6.390285318380624
Kenosha,D,5.0030933142274865
Knoxville,A,6.1734675890901105
Knoxville,B,5.673784634671568
Knoxville,C,20.584668942509385
Knoxville,D,22.03295118796373
Lake Co. Gary,A,6.368487793922789
Lake Co. Gary,B,6.230534663624843
Lake Co. Gary,C,37.70273594506265
Lake Co. Gary,D,26.06340578365957
Lancaster,A,3.962772282190479
Lancaster,B,4.080431346077931
Lancaster,C,0.14770997897719362
Lancaster,D,0.4311756322539798
Lansing,A,3.0632769637557757
Lansing,B,10.510846601397377
Lansing,C,53.74726536498298
Lansing,D,4.0448011137629365
Lexington,A,4.645732480147983
Lexington,B,5.444197399447671
Lexington,C,10.372577725134486
Lexington,D,3.9314380409977074
Lima,A,1.139659905719522
Lima,B,4.084429101460797
Lima,C,12.257029436241531
Lima,D,5.296954400536993
Lincoln,A,11.748028020954136
Lincoln,B,12.86283973916928
Lincoln,C,27.851204539642836
Lincoln,D,1.827514409473261
Little Rock,A,6.878324813239049
Little Rock,B,6.188524844445011
Little Rock,C,9.373583125258296
Little Rock,D,11.950375968065666
Lorain,B,1.8598314562322291
Lorain,C,6.672214283356533
Lorain,D,3.491383459574056
Los Angeles,A,104.43478800773794
Los Angeles,B,166.45330305197714
Los Angeles,C,391.54128982280474
Los Angeles,D,187.42916279556724
Louisville,A,13.51747541416619
Louisville,B,15.314455685048816
Louisville,C,39.55848807365541
Louisville,D,25.841323256253585
Lower Westchester Co.,A,27.686210234088428
Lower Westchester Co.,B,25.13699202103681
Lower Westchester Co.,C,16.982652275561627
Lower Westchester Co.,D,5.9213050279877315
Lynchburg,A,2.0090035407627673
Lynchburg,B,2.193611228236996
Lynchburg,C,6.302078399914992
Lynchburg,D,1.6529415375067145
Macon,A,0.8589359879590459
Macon,B,2.4379488286539606
Macon,C,4.519123488966693
Macon,D,14.489088728508033
Madison,A,4.000751647961338
Madison,B,3.6482469919655505
Madison,C,9.928751220550984
Madison,D,5.399035684329209
Malden,B,0.28323416131581264
Malden,C,6.043497352155902
Malden,D,5.28741510291376
Manchester,A,1.507633581033383
Manchester,B,2.315840793760138
Manchester,C,18.475670675602903
Manchester,D,6.58348888365233
Manhattan,A,3.4102293666221426
Manhattan,B,8.693681223210138
Manhattan,C,3.7224023872280783
Manhattan,D,18.702161222838537
Medford,A,0.81567123959671906
Medford,B,2.179718265964994
Medford,C,5.31642982002048
Melrose,A,1.57454540462238
Melrose,B,2.2228407549924563
Melrose,C,5.68047627991864
Memphis,A,7.436598744784618
Memphis,B,26.209560394900834
Memphis,C,33.85834425961968
Memphis,D,43.7954381932639
Miami,A,16.389536026484393
Miami,B,20.089411739184143
Miami,C,24.42958780855541
Miami,D,28.844099768031846
Milton,A,6.74963018498034
Milton,B,3.3066662567530924
Milton,C,1.0381421406141214
Milwaukee Co.,A,12.394060122421454
Milwaukee Co.,B,30.89930164222266
Milwaukee Co.,C,79.29748244869153
Milwaukee Co.,D,38.2062199334761
Minneapolis,A,14.092313178992473
Minneapolis,B,38.197582024865106
Minneapolis,C,29.337690188944695
Minneapolis,D,17.013398869031025
Mobile,A,0.19159208217994603
Mobile,B,1.4019760071831882
Mobile,C,7.145571215979541
Mobile,D,9.635439894291085
Montgomery,A,3.117116587105601
Montgomery,B,3.202143654919699
Montgomery,C,11.480550159028274
Montgomery,D,20.220940895370934
Muncie,B,2.2133639260764983
Muncie,C,7.412284871514567
Muncie,D,3.1757588033550332
Muskegon,A,0.8387903038011464
Muskegon,B,3.272732528756908
Muskegon,C,5.969889105517877
Muskegon,D,13.565779115425554
Nashville,A,33.97206787369207
Nashville,B,18.715767008310642
Nashville,C,17.401552991308726
Nashville,D,64.81060996291299
Needham,B,3.3328258827726827
Needham,C,2.484014139221899
Needham,D,1.572641535870693
New Britain,A,4.201375478261259
New Britain,B,9.616721106028967
New Britain,C,6.791676021975735
New Britain,D,1.3523296289265638
New Castle,A,0.8344371293083269
New Castle,B,3.737746570380955
New Castle,C,6.143542184374628
New Castle,D,2.0194287514758096
New Haven,A,4.066124142107772
New Haven,B,9.874167999031275
New Haven,C,30.503183791104743
New Haven,D,11.384549832591281
New Orleans,A,3.74683920245129
New Orleans,B,6.738316652049167
New Orleans,C,28.436849153611668
New Orleans,D,32.009993736657215
Newport News,B,0.40563614967008654
Newport News,C,1.587491482298704
Newport News,D,2.736121971024172
Newton,A,6.832326138622648
Newton,B,13.817868982174051
Newton,C,9.91683571987067
Newton,D,0.9019717702580421
Niagara Falls,A,0.7935787948783308
Niagara Falls,B,6.902737461713279
Niagara Falls,C,4.715233253691509
Niagara Falls,D,2.864930734366973
Norfolk,A,4.6438937100776
Norfolk,B,9.501106377602792
Norfolk,C,38.29494661774333
Norfolk,D,31.77163349972996
Oakland,A,19.177473111294027
Oakland,B,28.499329687285808
Oakland,C,42.62482452319327
Oakland,D,33.827313776991836
Ogden,A,4.13344830196858
Ogden,B,5.621899490595757
Ogden,C,10.611209705885173
Ogden,D,11.161568230758036
Oklahoma City,A,12.06193256756382
Oklahoma City,B,9.713446910662109
Oklahoma City,C,31.10227390720862
Oklahoma City,D,29.718864542703148
Omaha,A,27.43655184138068
Omaha,B,76.69981024695572
Omaha,C,36.57089225112625
Omaha,D,8.019156727143685
Oshkosh,B,0.5838724925159198
Oshkosh,C,5.995765055244402
Oshkosh,D,7.395411170119144
Pawtucket & Central Falls,A,3.803827346648937
Pawtucket & Central Falls,B,11.933074531970835
Pawtucket & Central Falls,C,2.940390945216422
Pawtucket & Central Falls,D,0.9868720885459337
Peoria,A,1.7007467326862735
Peoria,B,3.1667145676557324
Peoria,C,16.13172909586204
Peoria,D,8.113923066248026
Philadelphia,A,37.26080044503025
Philadelphia,B,97.44278520106822
Philadelphia,C,50.3698839895333
Philadelphia,D,68.48007574258409
Phoenix,A,2.4511988472123605
Phoenix,B,12.804992262346998
Phoenix,C,8.06564441828655
Phoenix,D,13.241016997603456
Pittsburgh,A,11.991092000958398
Pittsburgh,B,59.733958131770734
Pittsburgh,C,67.27363346180184
Pittsburgh,D,50.44513659978237
Pontiac,A,1.729453261288725
Pontiac,B,6.500396836685368
Pontiac,C,11.435691191722544
Pontiac,D,9.019610200849069
Port Arthur,A,4.305069482165993
Port Arthur,B,12.284447003463738
Port Arthur,C,1.1836957420667087
Port Arthur,D,0.6345302634248118
Portland,A,11.36225092540015
Portland,B,25.683526786554964
Portland,C,55.931269152939926
Portland,D,12.457606131561484
Portsmouth,A,0.2965797469635058
Portsmouth,B,1.2778513120588546
Portsmouth,C,5.087202614179204
Portsmouth,D,2.3868407889475853
Poughkeepsie,A,2.28488393654479
Poughkeepsie,B,4.172008395833314
Poughkeepsie,C,4.871163564601613
Poughkeepsie,D,1.8679531246824024
Providence,A,5.253991829321755
Providence,B,16.33159787344735
Providence,C,37.247748356520425
Providence,D,1.6508286484259493
Pueblo,A,2.9318090814914655
Pueblo,B,9.768323982483395
Pueblo,C,5.362969023191994
Pueblo,D,5.713134389921953
Queens,A,0.41278701963181025
Queens,B,15.788406973320225
Queens,C,110.26874346514671
Queens,D,21.891534591662534
Quincy,B,3.171150338334061
Quincy,C,15.613142905909509
Quincy,D,2.271482708189344
Racine,A,0.5017885560297709
Racine,B,4.676883639083455
Racine,C,9.375229655081041
Racine,D,6.729590037499603
Revere,C,3.498934011654784
Revere,D,5.1033343359204
Richmond,A,7.717442772876419
Richmond,B,12.606996194821901
Richmond,C,13.725407571303805
Richmond,D,14.625378680977168
Roanoke,A,0.9986628122981902
Roanoke,B,3.4384978387218244
Roanoke,C,13.67165196927995
Roanoke,D,15.317702079551303
Rochester,A,10.134520885196881
Rochester,B,21.680673757990203
Rochester,C,58.20662951351134
Rochester,D,11.068127509842824
Rockford,A,1.4529007760580395
Rockford,B,7.580948027622364
Rockford,C,14.119120432767994
Rockford,D,24.519898374305665
Sacramento,A,1.8790493126874201
Sacramento,B,5.256642380239602
Sacramento,C,20.443347839366712
Sacramento,D,4.067774750863676
Saginaw,A,0.9745040142168051
Saginaw,B,4.5916665453088665
Saginaw,C,31.745874580932558
Saginaw,D,6.825869693989897
Salt Lake City,A,5.099773560723892
Salt Lake City,B,18.487383984764758
Salt Lake City,C,10.795844311090828
Salt Lake City,D,31.284878587133598
San Antonio,A,11.499194408784176
San Antonio,B,32.60315617998757
San Antonio,C,53.45749193693924
San Antonio,D,39.26784570241604
San Diego,A,11.106544252881498
San Diego,B,21.99679209853546
San Diego,C,30.38614571940091
San Diego,D,45.64282241945349
San Francisco,A,4.43778751572029
San Francisco,B,17.839478998414503
San Francisco,C,18.684667557774702
San Francisco,D,18.082246300768862
San Jose,A,1.2582577192493363
San Jose,B,6.213764257120584
San Jose,C,11.921861335107442
San Jose,D,11.054111191202674
Saugus,B,0.5635804291883842
Saugus,C,3.5729907176930813
Saugus,D,3.8003835448384624
Savannah,A,1.6784295007902794
Savannah,B,5.165580393829753
Savannah,C,4.938181286473531
Savannah,D,2.2584493705043083
Savannah,E,4.321633059293602
Schenectady,A,2.5352434014741525
Schenectady,B,6.03208976183191
Schenectady,C,20.88919807609947
Schenectady,D,3.30673548504694
Seattle,A,7.496648053591833
Seattle,B,48.98045152312767
Seattle,C,36.62097487651072
Seattle,D,26.421447785731395
Shreveport,A,9.077856726641054
Shreveport,B,4.165303252461402
Shreveport,C,13.299175823152742
Shreveport,D,12.844540559969094
Sioux City,A,4.299161795212581
Sioux City,B,6.761019382764358
Sioux City,C,18.991148641851385
Sioux City,D,82.44413515270516
Somerville,B,2.0934830360796868
Somerville,C,6.958384151741139
South Bend,A,4.6732009594618935
South Bend,B,5.224903073763633
South Bend,C,31.486157540376723
South Bend,D,6.867581806478601
Spokane,A,4.642543373935465
Spokane,B,11.360694165189237
Spokane,C,40.07367024022575
Spokane,D,15.883475625158942
Springfield,A,6.126200335401714
Springfield,B,13.160282695762586
Springfield,C,22.827795754081222
Springfield,D,34.66691274401382
St. Joseph,A,0.26840750102726896
St. Joseph,B,1.9424156667393093
St. Joseph,C,2.305486052098377
St. Joseph,D,15.671881175024456
St. Louis,A,30.087939698931528
St. Louis,B,76.88419093017542
St. Louis,C,64.53234419211175
St. Louis,D,32.187558823020844
St. Paul,A,10.45312932757855
St. Paul,B,22.108361986166894
St. Paul,C,24.37092807471252
St. Paul,D,21.60542658061472
St. Petersburg,A,1.935108682909371
St. Petersburg,B,3.8019876373782964
St. Petersburg,C,24.01088637396206
St. Petersburg,D,21.160242923191948
"Stamford, Darien, and New Canaan",A,17.62442230551186
"Stamford, Darien, and New Canaan",B,14.517913503516086
"Stamford, Darien, and New Canaan",C,8.698600541900445
"Stamford, Darien, and New Canaan",D,2.9404861030175673
Staten Island,A,3.515862276196697
Staten Island,B,6.9734296354807626
Staten Island,C,25.38731870552098
Staten Island,D,20.704237622216716
Stockton,A,1.7196638273929372
Stockton,B,5.2687402811156945
Stockton,C,5.5876404655161
Stockton,D,7.358988277324424
Syracuse,A,6.056220042339337
Syracuse,B,19.878575923167023
Syracuse,C,24.508216875270044
Syracuse,D,5.276874878022285
Tacoma,A,2.655929167150258
Tacoma,B,7.5817868580278915
Tacoma,C,30.605532712256544
Tacoma,D,7.994212055166457
Tampa,A,4.504340594726662
Tampa,B,14.123689572995964
Tampa,C,11.698132094283737
Tampa,D,26.380296794674734
Terre Haute,A,1.1242167373308645
Terre Haute,B,1.2605753239531077
Terre Haute,C,10.233986899078158
Terre Haute,D,10.636636604929686
Toledo,A,13.011474650272211
Toledo,B,22.57431745754897
Toledo,C,58.37086394684815
Toledo,D,6.592316024756535
Topeka,A,2.7976623196979347
Topeka,B,7.179783991895652
Topeka,C,8.162150685721302
Topeka,D,20.346210042263678
Trenton,A,3.7892630587518665
Trenton,B,8.530169857077182
Trenton,C,20.034591596071827
Trenton,D,3.318719308813601
Troy,A,0.953709852926832
Troy,B,3.492737811625489
Troy,C,8.130372493475058
Troy,D,4.718039464657642
Tulsa,A,14.052865213204276
Tulsa,B,11.062284648157423
Tulsa,C,13.585459372110911
Tulsa,D,20.921124741170733
Union Co.,A,14.95355562591944
Union Co.,B,44.9014530646583
Union Co.,C,48.6295264608951
Union Co.,D,20.530451046701035
Utica,A,4.694901233938528
Utica,B,4.570630053024759
Utica,C,18.143788597112184
Utica,D,7.710807683203912
Waco,A,2.0107371765523783
Waco,B,10.4263355044359
Waco,C,8.503984942287165
Waco,D,9.343095376464731
Waltham,A,0.208048403317204
Waltham,B,1.7543460785320435
Waltham,C,4.246983242823501
Waltham,D,0.5423431997450395
Warren,A,1.2366783214440922
Warren,B,5.2303683901855
Warren,C,10.027503732529683
Warren,D,1.0069698112699306
Waterbury,A,0.21262102477708017
Waterbury,B,5.0440048516840426
Waterbury,C,23.206090243424836
Waterbury,D,2.044536650703842
Waterloo,A,3.8451725789575697
Waterloo,B,5.6462815082179425
Waterloo,C,9.711408147311284
Waterloo,D,14.566215144483687
Watertown,B,2.0821072306283552
Watertown,C,5.645926651173553
Watertown,D,0.4071403841258675
Wheeling,A,2.327674755965507
Wheeling,B,1.9597322480205355
Wheeling,C,5.286815479831371
Wheeling,D,5.10300011940648
Wichita,A,7.670094340972172
Wichita,B,4.027596780634385
Wichita,C,6.28247757422102
Wichita,D,31.705524020961313
Wilkes-Barre,A,12.690778676086204
Wilkes-Barre,B,4.3193926337953465
Wilkes-Barre,D,7.238182038339245
Winchester,A,1.640735502939594
Winchester,B,4.371817015841514
Winchester,C,1.7201536551461991
Winston-Salem,A,5.232029390317629
Winston-Salem,B,5.305758572140386
Winston-Salem,C,22.508348687145975
Winston-Salem,D,8.714996078253943
Winthrop,B,1.0042875857565223
Winthrop,C,1.94637759497733
Winthrop,D,1.0804398037480656
Woonsocket,A,0.5629773146845191
Woonsocket,B,4.703902238431819
Woonsocket,C,3.0946904071767443
Woonsocket,D,4.418928785669339
York,A,2.9483633995033167
York,B,2.520417638065223
York,C,6.483792153510726
York,D,2.6160364371289573
Youngstown,A,4.584738467080402
Youngstown,B,12.280153217987749
Youngstown,C,46.30777419754186
Youngstown,D,45.002680453976
